id,display_name,alt_names,street,postnummer,ort,kommun,lan,lat,lon,svardighet
597,Harven 58 Brf,,Bjurholmsplan 17,11661,Stockholm,Stockholms kommun,Stockholms län,59.3096509,18.0802957,2
598,Brf Gjutaren 16,,Birkagatan 28,11336,Stockholm,Stockholms kommun,Stockholms län,59.3411270,18.0355845,2
599,Östergård Brf,,Birkagatan 1,11340,Stockholm,Stockholms kommun,Stockholms län,59.3394488,18.0321640,2
601,Ingemarshov Brf,,Birger Jarlsgatan,11356,Stockholm,Stockholms kommun,Stockholms län,59.3450047,18.0633241,2
602,Beckasinen 2 Brf,,Birger Jarlsgatan 114,11355,Stockholm,Stockholms kommun,Stockholms län,59.3484443,18.0602376,2
603,Trivselhem nr 102 Brf,,Birger Jarlsgatan 113A,11355,Stockholm,Stockholms kommun,Stockholms län,59.3491313,18.0589985,2
604,Morkullan nr 32 Brf,,Birger Jarlsgatan 112,11420,Stockholm,Stockholms kommun,Stockholms län,59.3480428,18.0606252,2
606,Birger Jarl 109 Brf,,Birger Jarlsgatan 109A&C,11355,Stockholm,Stockholms kommun,Stockholms län,59.3486929,18.0594175,2
607,Morkullan nr 6 Brf,,Birger Jarlsgatan 106B,11420,Stockholm,Stockholms kommun,Stockholms län,59.3474745,18.0617544,2
608,Bolinders Port Brf,,Birger Dahlerus väg,17669,Järfälla kommun,Järfälla kommun,Stockholms län,59.4552892,17.7993186,2
609,Statyetten 4,,Bildhuggarvägen 31,12144,Stockholm,Stockholms kommun,Stockholms län,59.2952315,18.0744073,2
610,Bergsundsklippan Brf,,Bergsundsgatan 14,11736,Stockholm,Stockholms kommun,Stockholms län,59.3169639,18.0287149,2
611,Bergsunds Strand 34-38 Brf,,Bergsunds Strand 34-38,11738,Stockholm,Stockholms kommun,Stockholms län,59.3155702,18.0314840,2
612,Kyrksjölöten Brf,,Bergslagsvägen,16855,Stockholm,Stockholms kommun,Stockholms län,59.3439389,17.9027808,2
613,Brf Bergsfallet 10,,Bergsgatan 53,11230,Stockholm,Stockholms kommun,Stockholms län,59.3307607,18.0364639,2
614,Morellträdet 9 i Stockholm Brf,,Bergsgatan 51,11212,Stockholm,Stockholms kommun,Stockholms län,59.3306662,18.0371541,2
616,Kattfoten Mindre nr 11,,Bastugatan 42,11851,Stockholm,Stockholms kommun,Stockholms län,59.3200529,18.0580798,2
617,Skogskanten Brf,,Barrskogsvägen 1,13546,Bollmora,Tyresö kommun,Stockholms län,59.2396340,18.2173267,2
618,Färgarloftet Brf,,Barnängs Tvärgränd 5,11638,Stockholm,Stockholms kommun,Stockholms län,59.3081710,18.0913655,2
619,Brf Vegaparken,,Barents väg 36,13658,Vega,Haninge kommun,Stockholms län,59.1840354,18.1260252,2
620,Brobyggaren 5 i Stockholm Brf,,Baltzar von Platens Gata 5,11235,Stockholm,Stockholms kommun,Stockholms län,59.3289889,18.0313839,2
621,Pontonjärgården 12 Brf,,Baltzar von Platens Gata 4,11235,Stockholm,Stockholms kommun,Stockholms län,59.3287282,18.0316740,2
622,Brf Lyngåsa 13 Dalarö,,Baldersvägen,13771,Dalarö,Haninge kommun,Stockholms län,59.1357688,18.4181011,2
624,Essingestupet 18 Brf,,Badstrandsvägen 30,11265,Stockholm,Stockholms kommun,Stockholms län,59.3215839,17.9892817,2
626,The View Brf,,Augustendalsvägen 23,13152,Nacka,Nacka kommun,Stockholms län,59.3171981,18.1615167,2
627,Älgskyttarne 1 Brf,,Atterbomsvägen 60,11257,Stockholm,Stockholms kommun,Stockholms län,59.3294533,18.0023629,2
628,Knallhatten 1 Brf,,Askrikegatan 5,11529,Stockholm,Stockholms kommun,Stockholms län,59.3451107,18.0954229,2
629,Artilleriberget 10 Brf,,Artillerigatan 85,11531,Stockholm,Stockholms kommun,Stockholms län,59.3422764,18.0875405,2
630,Orren 5 Brf,,Artillerigatan 63,11443,Stockholm,Stockholms kommun,Stockholms län,59.3396866,18.0851879,2
631,Malmgården Brf,,Artillerigatan 57,11443,Stockholm,Stockholms kommun,Stockholms län,59.3391791,18.0847902,2
632,Sjöjungfrun Brf,,Artillerigatan 40,11445,Stockholm,Stockholms kommun,Stockholms län,59.3362274,18.0828319,2
633,Laboratoriet Brf,,Armégatan 9,17169,Västra skogen,Solna kommun,Stockholms län,59.3521302,18.0046552,2
634,Asken i Huddinge,,Apelvägen 1,14146,Huddinge,Huddinge kommun,Stockholms län,59.2324284,17.9922133,2
635,Brf Lunden 1 i Mörtnäs Hagar,,Annelundsstigen 3,13936,Mörtnäs,Värmdö kommun,Stockholms län,59.3140941,18.4352993,2
636,Annedalsterrassen 1 Brf,,Annedalsvägen 49-53,16871,Stockholm,Stockholms kommun,Stockholms län,59.3650350,17.9488358,2
637,Baltic & Torg Brf,,Annedalsvägen,16871,Stockholm,Stockholms kommun,Stockholms län,59.3646572,17.9498634,2
638,Ankdammen 33 Brf,,Ankdammsgatan 33,17167,Solna,Solna kommun,Stockholms län,59.3576083,17.9869596,2
639,Alströmergatan 49 Brf,,Alströmergatan 49,11247,Stockholm,Stockholms kommun,Stockholms län,59.3364325,18.0263487,2
640,Ankaret 23 Brf,,Alströmergatan 35,11248,Stockholm,Stockholms kommun,Stockholms län,59.3354299,18.0296024,2
643,Föreläsningen 9 Brf,,Alingsåsvägen 54,12148,Stockholm,Stockholms kommun,Stockholms län,59.2935010,18.1061300,2
644,Balen 3 Brf,,Adlerbethsgatan,11256,Stockholm,Stockholms kommun,Stockholms län,59.3313603,18.0036933,2
646,Ryttartorpet 6 Brf,,Abrahamsbergsvägen,16830,Stockholm,Stockholms kommun,Stockholms län,59.3369573,17.9526824,2
